filename,date,PERSON,GPE,ORGANIZATION,MONEY,TIME
1101162489920,2004-11-01,"['Alex Zavala', 'Bob Story', 'Eli Perez', 'Harris', 'Jesus Diaz', 'Mabton Coach D.J', 'Marco Pineda', 'Pablo Sanchez', 'Ramon Castillo', 'Ray Elizondo', 'Search']","['Central Washington', 'Entiat', 'Mabton', 'Pateros', 'Soap Lake']","['Eagles', 'League', 'Mabton High School', 'The Vikings', 'Webmaster Copyright Hawk Press Inc.', 'the Eagles']",[],['night']
1101162490186,2004-11-01,"['Coach Mark Marro', 'Greg Gilleland', 'John Panni', 'Rowan Ringer', 'Teammate Joe Schwartz']","['Alderwood', 'Ellensburg', 'Naches', 'Selah']","['High School', 'Mid- Valley League', 'Webmaster Copyright Hawk Press Inc.', 'the Rangers', 'the Vikings']",[],['night']
1101242407976,2004-11-10,"['Mel Sacher', 'Tim Eyman']","['Alderwood', 'Lincoln City', 'Newport', 'Ore.', 'Washington']","['Hawk Press Inc.', 'University of Washington']",[],[]
1101162452451,2004-11-10,"['Celia', 'Celia and Jose Ignacio Martinez', 'Ciria Tijerina', 'Claudio Pi�a', 'Concepcion Pi�a', 'Dominga Garza', 'ESTHER M ESTHER M. BOWEN Esther Martha Bowen', 'ESTHER M ESTHER M. BOWEN Esther Martha Bowen, 107', 'Felipa Pi�a', 'Flynn Warmington', 'GERONIMO H. PINA Geronimo H. Pi�a Sr.', 'GERONIMO H. PINA Geronimo H. Pi�a Sr., 70', 'Geronimo', 'Geronimo Pi�a Jr.', 'Gregorio Pi�a', 'Humberto and Felicia Pi�a', 'JESUS Martinez Jesus Martinez', 'JESUS Martinez Jesus Martinez, 18', 'Joan Warmington', 'Joel Pi�a', 'Joella Pi�a', 'John H. Schutz', 'Jorge Martinez', 'Jose Ignacio Garica', 'Jose Luis Martinez', 'Jose Lujan', 'Juan Jr.', 'Juana Moreno', 'Livorio Pi�a', 'Lucio', 'Manuel Pi�a Jr.', 'Manuel and Juanita Pi�a', 'Margarita Barron', 'Miguel', 'Noel', 'Oscar and Sylvia Pi�a', 'Patricia Martinez', 'Phyllis Warmington', 'Raquel Martinez', 'Samuel and Elissa Pi�a', 'San Juanita Pi�a', 'Sherry Pi�a', 'Veronica Torres', 'Violeta Pi�a', 'William Warmington']","['Alderwood', 'Calif.', 'East Prosser Cemetery', 'Grandview', 'Kirkland', 'Ky.', 'Los Angeles', 'Louisville', 'Mabton', 'Maine', 'Mass', 'Mercedes', 'Mexico', 'Prosser', 'Somerville', 'Texas', 'Wells Funeral Home', 'Weslaco', 'Yakima']","['American Red Cross', 'Blessed Sacrament Catholic Church', 'Dallas Cowboys', 'Mabton High School', 'Seattle Mariners', 'Webmaster Copyright Hawk Press Inc.', 'Yakima Regional Hospital', '�The Prosser Astros�']",[],"['1 p.m.', '11 a.m.', '6 p.m.', '8 : 30 a.m.', '8 p.m.']"
1101162452170,2004-11-10,"['Bill Russell', 'Dave Rodriguez', 'Emma Rice', 'Jamie Smart', 'Janet Wheaton', 'Lyle Bergstrom']","['Florida', 'Granger', 'Vietnam']","['Granger High School Young Authors Club', 'Roosevelt Elementary School', 'VFW', 'Webmaster Copyright Hawk Press Inc.']",[],[]
1101242407742,2004-11-10,"['Councilman Jim Sarducci', 'Councilman John Torch', 'Councilman Tom Seeger', 'John Panni', 'Rex Luthor', 'Tom Rockford']","['Alderwood', 'Prosser', 'Upper Valley', 'of']","['Chamber of Commerce', 'City Council', 'Council', 'Hawk Press Inc.']","['$ 40,000']","['last night', 'night']"
1101242407492,2004-11-10,"['Bruce Epps', 'Councilman John Torch', 'Councilwoman Jennie Angel', 'Jay Alvarez', 'John Panni', 'Rex Luthor', 'Sandra Martinez', 'Wayne Johnson']","['Alderwood', 'Bremerton', 'City of Bremerton']","['City Council', 'Council', 'Hawk Press Inc.']",[],['night']
1101162433811,2004-11-10,"['Alice Benedetti', 'Bob Story', 'Christine Gregoire', 'Coven M. Evans Olivas', 'Dino Rossi', 'Dorothy L. Aiken', 'Ella Mae Lochner', 'Forward Washington', 'John Panni', 'John Sarducci', 'Lila Furukawa', 'Lu Ann Roach', 'Marie Handy', 'Max', 'Myrtis Lang', 'Nita Coleman', 'Phyllis Morris', 'Rita Blunk', 'Rosalinda and Ron Olivas', 'Ruth Stark', 'Steve', 'Steve Evans', 'Steve Evanswill', 'Troy Whittle', 'Trude Meadowcroft']","['Alderwood', 'City Councilman', 'City of Alderwood', 'Tacoma', 'Valley', 'Washington', 'Washington Corrugators', 'miss']","['City Council', 'Daily News', 'Forum', 'High School', 'Nouvella Club', ""St. Joseph's Hospital"", 'United Methodist Church', 'Webmaster Copyright Hawk Press Inc.', 'department secretary']","['$ 30,000', 'about $ 10,000']","['3 p.m.', '6 p.m.', '7 : 30 a.m.', 'night']"
1101242406976,2004-11-11,"['Barry Weaver', 'Brandon Burns', 'Bruce Rinz', 'Harry', 'Harry Burns', 'James Carmody', 'Jamie Smart', 'Laura Burns', 'Robert Probst']","['Alderwood', 'County', 'Lower Valley', 'Mabton', 'Sheller Road']","['Board of Adjustment', 'City Council', 'Commission', 'Diocese and Beacon Development Group', 'Hawk Press Inc.', 'Planning Commission', 'State Boundary Review Board', 'Yakima Housing Services']",['$ 5 million'],['night']
1101242406742,2004-11-11,"['Councilman John Torch', 'Councilman Raul Martinez', 'John Panni', 'Recreation Director Don Stiles', 'Rex Luthor', 'Tom Rockford']","['Alderwood', 'City of Alderwood']","['City Council', 'Council', 'Hawk Press Inc.', 'Migrant Council', 'Museum', 'Senior Center', 'Washington State Migrant Council']","['$ 10,000', '$ 12,000', '$ 12,810', '$ 15,600', '$ 25,000', '$ 25,560', '$ 267,160', '$ 272,630', '$ 393,910', '$ 53,400', '$ 530,270', '$ 63,180', '$ 73,180', 'less than $ 4,000']",['night']
1101242406461,2004-11-12,"['Bush', 'C. BRUNELL', 'Don C. Brunell', 'John Kerry']","['America', 'Washington']","['Association of Washington Business', 'Blues', 'Congress', 'Hawk Press Inc.', 'Reds', 'White House']","['$ 1.2 billion', 'More than $ 4 billion']",[]
1101242406226,2004-11-12,"['Bud Jones-were', 'Councilman John Torch', 'Councilman Tom Seeger', 'Councilwoman Jennie Angel', 'Gregg Hutchinson', 'Interim Fire Chief Adam Dent', 'Jamel Linzsey', 'John Panni', 'Josh Roe', 'Rex Luthor', 'Tom Rockford', 'Tom Siliano']","['Alderwood', 'County Fire District', 'Iraq']","['City Council', 'Council', 'EMS', 'Fire Department', 'Hawk Press Inc.', 'Supreme Court']","['$ 13,370', '$ 131,000', '$ 148,200', '$ 163,00', '$ 250,000', '$ 269,580', '$ 295,480', '$ 3', '$ 31,306', '$ 350,000', '$ 449,630', '$ 595,410', '$ 6,000', '$ 639,220', '$ 65,00', '$ 70,000', '$ 890,000', '$ 998,990']",[]
1101163941160,2004-11-12,"['Albert Smith', 'Vincent Canby']",['Alderwood'],['Webmaster Copyright Hawk Press Inc.'],[],[]
1101163941108,2003-11-13,"['Albert Smith', 'Robert McCloskey']",['Alderwood'],"['State Department', 'Webmaster Copyright Hawk Press Inc.']",[],[]
1101163941056,2002-11-15,"['Albert Smith', 'Sara Teasdale']",['Alderwood'],['Webmaster Copyright Hawk Press Inc.'],[],[]
1101242405914,2004-11-15,"['Angie Cabrera', 'Ellie Olmsen', 'Grandview Coach John LaFever', 'Jessica Gonzalez', 'Mari Cornejo', 'Valentina Solis']","['Grandview', 'Johnston', 'State', 'Steilacoom', 'YAKIMA']","['Grandview High School', 'Hawk Press Inc.', 'Kings']",[],[]
1101242386054,2004-11-16,"['City Councilman Norm Childress', 'Councilman Robert Morales', 'Councilwoman Pam Horner', 'Dave Charvet', 'Ellie Olmsen', 'Grandview City Councilwoman Helen Darr', 'Jim Sewell', 'John Myers', 'Mike Bren', 'Police']","['Alderwood', 'County', 'Grandview']","['City', 'Council', 'Grandview Police Department', 'Hawk Press Inc.']","['$ 90,000', '$ 95,000']",['night']
1101162413930,2004-11-16,"['Ellie Olmsen', 'Rex Luthor']",['Alderwood'],[],['$ 1.5 million'],['5 p.m.']
1101242386554,2004-11-16,"['Finance Director Chad Stotz', 'Gene Stitler', 'John Panni', 'Tom Rockford']","['Alderwood', 'County']","['City Council', 'Council', 'Hawk Press Inc.']","['$ 106,150', '$ 106,810', '$ 2,200', '$ 229,140', '$ 239,940', '$ 300', '$ 42,740', '$ 6,200', '$ 74,990']",['night']
1101242386320,2004-11-16,"['John Panni', 'Tom Rockford']","['Alderwood', 'County']","['City Council', 'Council', 'Hawk Press Inc.']","['$ 1,000', '$ 14,000', '$ 16,000', '$ 200', '$ 37,740', '$ 38,210', '$ 4,000', '$ 4,100', '$ 40', '$ 7,000', '$ 90']",['night']
1101242385007,2004-11-17,"['Ellie Olmsen', 'Gerardo Ruelas', 'Geri Horvath', 'Jennie Angel', 'Joan Souders', 'John Posse', 'Kim Tully', 'Law', 'Mike Bren', 'Steve Hill', 'Tina Cohen']","['Alderwood', 'City of Alderwood', 'City of Grandview', 'County', 'Dykstra Park', 'Grandview', 'Lower Valley']","['Community Center', 'Council', 'Hawk Press Inc.', 'Justice Center', 'Lower', 'REC Board', 'Rural Enterprise Community', 'United States Department of Agriculture', 'Valley Commons', 'Valley Community College', 'Valley Rural Enterprise Community', 'Washington State Department of Community Trade and Economic Development']","['$ 1,600', '$ 2.9 million', '$ 83.6 million']","['last night', 'night']"
1101242385289,2004-11-17,"['Cary Wainwright', 'Colleen Fleming', 'Dave Veley', 'Don Chopin', 'Mel Sacher', 'Tom Camay']","['Alderwood', 'County', 'GRANDVIEW', 'Yakima']","['Department of Corrections', 'Department of Security', 'District Court', 'Hawk Press Inc.']","['$ 1 million', '$ 1,669,506', '$ 1,902,616', '$ 1,944,538', '$ 1,944,538 to $ 2,141,171', '$ 100', '$ 16,348', '$ 17,481,150', '$ 19,693,050', '$ 2,141,171', '$ 371,433', '$ 45', '$ 45 to $ 49', '$ 49', '$ 55,696,403', '$ 58 million', '$ 58,266,128']","['10 a.m.', 'night']"
1101242385820,2004-11-17,"['Audrey', 'BOLIN EDES', 'Bruce Lee', 'Carl', 'Carol Jean Strom', 'Carolyn ( Edes ) Larson', 'Charles Edward Shockley', 'Charles Edward Shockley, 92', 'Claude', 'Dalles Ore.', 'David', 'Deanna Lee Meyers', 'Don', 'Donald Culp', 'Dora Ellen Partch Shockley', 'Doris Lorraine Hill', 'Dorothy', 'Ed', 'Edward', 'Ernest R.', 'Ernie', 'Everett', 'George William Shockley', 'Gordon', 'Harry Shockley', 'Hazel Books', 'Hermann', 'Irene', 'Jesus', 'Joyce Korevaar', 'LORNA RUTH ( WADDELL ) GRAF', 'Laural Graf', 'Lawrence Welk', 'Leah', 'Lizzie Kron', 'Loren', 'Loren Paul Waddell Sr.', 'Lorna', 'Lorna Ruth ( Waddell ) Graf, 48', 'Louella', 'Margaret', 'Margaret Edes', 'Margaret Edes, 90', 'Maria', 'Ore. Spencer Libby', 'Othello', 'Peggy Ann Adamich', 'Rhonda Hutton', 'Robyn Neumeyer', 'Rod', 'Ruby Bruns', 'Ruby Mae', 'Ruby Marie', 'Ruth', 'Ruth Marie ( Kron ) Culp Hunter', 'Ruth Marie ( Kron ) Culp Hunter, 78', 'Sandy', 'Scott', 'Steven Ralph', 'Sumner', 'Teana ( Rector ) Vannieuwenhuizen', 'Velma', 'Viola', 'Wesley', 'Wesley Edes', 'great-granddaughter Morgan Hutton']","['Alderwood', 'California', 'Dalles', 'Dickson', 'Grandview', 'Hanford', 'Hermiston', 'Idaho', 'Jones Funeral Home', 'Lamberton', 'Loup City', 'Lower Valley', 'Memorial Gardens', 'Minn.', 'Nampa', 'Neb.', 'Olympia', 'Ore.', 'Port Angeles', 'Prosser', 'Richland', 'Seattle', 'St. Clair', 'Tacoma', 'Valley', 'Vancouver', 'WA', 'Woodworth', 'Yakima', 'eastern Washington']","['Church', 'Crescent Convalescent Center', 'Eastern Washington University', 'Gideon�s International', 'Granger and Allen Carpenter', 'Hawk Press Inc.', 'Hemphill Diesel Engineering School', 'High School', 'Howard', 'Immanuel Lutheran Church', 'Independence School', 'Meadowsweet Dairy, Inc.', 'Nampa High School', 'Navy', 'Northwest Nazarene College', 'Outlook School', 'Richland High School', 'St. Timothy�s Episcopal Church']",[],"['1 p.m.', '10 a.m.', '2 p.m.', '8 p.m.']"
1101242385523,2004-11-17,"['Chief Ted Mana', 'Councilman Tom Seeger', 'John Panni', 'Kent Coffman', 'Steve Evans', 'Tom Rockford']","['Alderwood', 'County']","['Alderwood Police', 'Bank', 'Bill Bank', 'City Council', 'Community Center', 'Council', 'Department', 'Hawk Press Inc.', 'United States Marshal Service']","['$ 1.2 million', '$ 100,000', '$ 103,395', '$ 157,500', '$ 163,760', '$ 2.1 million', '$ 35,000', '$ 393,910', '$ 492,190', '$ 516,010', '$ 537,410', '$ 56,420', '$ 92,000', '$ 97,300']",['night']
1101163941161,2004-11-19,['Albert Smith'],['Alderwood'],['Webmaster Copyright Hawk Press Inc.'],[],[]
1101242384726,2004-11-19,"['Eric Schlosser', 'Suzie Loffer']","['America', 'Mexico', 'Rotten', 'Washington']","['BSE America', 'Beef Association', 'Hawk Press Inc.', 'National Restaurant Association', 'Republican Party']",[],[]
1101242384148,2004-11-19,"['Armando Martinez', 'Brandon Curtis', 'Carol Bardwell', 'Charlie Diaz', 'Childress', 'Colleen Byam', 'Colleen and Dennis Byam', 'Compass Principal Mike Closner', 'Dave Charvet', 'Dianne Torres', 'Diego Arroyo', 'Dirk Desserault', 'Elizabeth Jimenez', 'Ellie Olmsen', 'Harriet Thompson Principal Connie Davis', 'Jared Lind', 'Jeff Miller', 'Jennifer Novak', 'Jim Herriman', 'Jocelyn Rodriguez', 'Jones Principal Diann Zavala', 'Kara Dykstra', 'Kevin Glasenapp', 'Krystal Valle', 'Lynn Boast', 'Mac and Gail Brown', 'McClure Principal Steve Kaufman', 'Mike Bradshaw', 'Mike Bren', 'Mike Hopp']","['Alderwood', 'Dykstra Park', 'Guerrero', 'Iowa']","['ASB', 'Arthur H. Jones School Teacher', 'Assistant Police', ""Brown's Les Schwab Tire Company"", 'Chamber of Commerce', 'Compass High School Teacher', 'Grandview Assistant Police', 'Grandview Chamber of Commerce', 'Grandview Community Awards Banquet', 'Grandview Councilman Norm Childress', 'Grandview High School Teacher', 'Grandview Middle School Teacher', 'Grandview Planning Commission', 'Grandview Police', 'Grandview Rotary Club', 'Grandview School District', 'Grandview U.S. Bank', 'Harriet Thompson Elementary School Teacher', 'Hawk Press Inc.', 'McClure Elementary School Teacher', 'Middle School Principal Brian Anderson', 'Orrin Dybdahl Youth Service', 'Outstanding Police', 'Past Service']",[],"['last night', 'night']"
1101242384461,2004-11-19,"['Bush', 'Councilman John Torch', 'Greg Herrera', 'Jennie Angel', 'John Sarducci', 'Ken', 'Tom Rockford', 'Veronica Hugie', 'Zimmerman']","['Alderwood', 'Chad', 'City Councilman', 'Edwards', 'Iraq', 'Kerry']","['City Council', 'Forum', 'Grandview High School', 'Hawk Press Inc.', 'High School', 'Little Council', 'MEChA Club']",[],[]
1101162488967,2004-11-02,"['Betty', 'Devina', 'Devina, 6', 'Emilio', 'Emilio, 3', 'John Panni', 'Johnny Bueno', 'Jonathan', 'Jonathan, 1']",['Alderwood'],"['High School', 'Webmaster Copyright Hawk Press Inc.', 'Yakima Valley Community College']",[],[]
1101242473711,2004-11-02,[],"['Cowiche', 'Grandview', 'Lower Valley']","['Evans Fruit Company Inc.', 'Grandview Police Department', 'Hawk Press Inc.']","['more than $ 25,000']",[]
1101162489686,2004-11-02,['Mark Ware'],"['Forsell Road', 'Grandview', 'North Birch', 'Puterbaugh Road', 'Stover Road', 'West Fifth Street', 'West Second Street', 'Wine Country Road', 'Yakima']","['Division Avenue', 'Grandview Police', 'Washington State Patrol', 'Webmaster Copyright Hawk Press Inc.', 'Yakima County Sheriff']",[],"['evening', 'morning']"
1101242473477,2004-11-02,"['Anita Posse', 'Councilman Rick McLean', 'Councilwoman Pam Horner', 'Dave Charvet', 'Ellie Olmsen', 'Grandview Fire Chief Charles Damron', 'Jack Mariotti', 'Jim Sewell', 'John Myers', 'Ken Little', 'Mike Bren', 'Recreation Director Mike Carpenter']","['Dykstra Park', 'GRANDVIEW', 'Grandview City']","['City', 'Council', 'EMS', 'Grandview City Council', 'Grandview Council', 'Grandview Police', 'Hawk Press Inc.']","['$ 1,000', '$ 1,500', '$ 1,758,700', '$ 10,000', '$ 103,520', '$ 105,520', '$ 112,240', '$ 16,000', '$ 162,000', '$ 17,000', '$ 17,010', '$ 18,000', '$ 185,490', '$ 190,000', '$ 2,000', '$ 2,400', '$ 2,800', '$ 203,430', '$ 3,500', '$ 4,000', '$ 4,500', '$ 47,400', '$ 490,830', '$ 5,000', '$ 52,900', '$ 750', '$ 76,700', '$ 79,000']","['7 p.m.', 'last night', 'night']"
1101162489201,2004-11-02,"['George Nethercutt', 'John Panni', 'Patty Murray', 'Tom Foley']","['Alderwood', 'Eastern Washington', 'Washington', 'Yakima']","['House', 'Senate', 'Webmaster Copyright Hawk Press Inc.']",[],"['11 p.m.', 'late night', 'morning', 'night']"
1101162489451,2004-11-02,"['Alida Mendoza', 'Jamie Smart', 'Katie Beeman', 'Sandra Pasiero-Davis', 'Tamara', 'Tamara Steen']","['Alabama', 'D.C', 'Huntsville', 'Mabton', 'Olympia', 'Steen', 'Washington']","['Mabton High School Principal Keith Morris', 'Mabton School District', 'NASA', 'Webmaster Copyright Hawk Press Inc.']",[],[]
1101163941109,2003-11-20,['Albert Smith'],"['Alderwood', 'Voltaire']",['Webmaster Copyright Hawk Press Inc.'],[],[]
1101163941057,2002-11-22,"['Albert Smith', 'Stanislaw J. Lec']",['Alderwood'],['Webmaster Copyright Hawk Press Inc.'],[],[]
1101163941162,2004-11-26,"['Albert Einstein', 'Albert Smith']",['Alderwood'],['Webmaster Copyright Hawk Press Inc.'],[],[]
1101163941110,2003-11-27,"['Albert Smith', 'Samuel Beckett']",['Alderwood'],['Webmaster Copyright Hawk Press Inc.'],[],[]
1101163941058,2002-11-29,"['Albert Smith', 'Hope']",['Alderwood'],"['Time', 'Webmaster Copyright Hawk Press Inc.']",[],[]
1101242452461,2004-11-03,"['Al Gore', 'Dick Cheney', 'George W. Bush', 'John Edwards', 'John Kerry', 'John Panni', 'Ralph Nader']","['Alderwood', 'Benton County', 'County', 'Eastern Standard Time', 'Florida', 'Ohio', 'United States', 'Washington']","['Associated Press', 'Hawk Press Inc.', 'Supreme Court', 'Texas Republican', 'White House', 'state']",[],"['11 a.m.', 'last night', 'morning', 'this morning']"
1101162488733,2004-11-03,"['Alys', 'Amanda Evans', 'Bette Freepons Fread', 'Beverly Newhouse', 'Brenda', 'Buster', 'Candy Acevedo', 'Carole Plunkitt', 'Cecil Shockley', 'Clifford I. Shockley', 'Clifford Shockley', 'Connie', 'Cornie', 'Coven Mikel Evans', 'Dana Evans', 'Dawna', 'Dawna Page', 'Dennis Evans', 'Diane Clark', 'Donald', 'Donald Muir', 'Doris Freepons Norman', 'ESTHER LOIS SHOCKLEY Esther Lois Shockley', 'ESTHER LOIS SHOCKLEY Esther Lois Shockley, 91', 'Edward', 'Ernest T. Freepons', 'Gil', 'Jayne LaClaire', 'Jeff', 'Jim', 'Jim and Jayne Northrup', 'Jody', 'John', 'Joshua Page', 'Leta Travaille', 'Linda', 'Linda Bylsma', 'Lisa Austin', 'Loretta Freepons', 'Loretta Murchland', 'MANNING FREEPONS GAYLORD MANNING FREEPONS Gaylord Manning Freepons', 'MANNING FREEPONS GAYLORD MANNING FREEPONS Gaylord Manning Freepons, 80', 'MacKenzie Lynn', 'Marc', 'Marion', 'Merlyn Wayne Evans', 'Mike', 'Pam Evans', 'Pauline', 'Pete', 'Phil', 'Phyllis', 'Randy Northrup', 'Richard', 'Ruth Warmenhoven', 'STEVE J. EVANS Steve J. Evans', 'STEVE J. EVANS Steve J. Evans, 50', 'Sandy', 'Sharon Page', 'Steve', 'Teresa', 'Thomas', 'Tim', 'Tom', 'Verna Belcher', 'Vicki']","['Alderwood', 'America', 'Canada', 'Colville', 'Federal Way', 'Fort Campbell', 'Haskins', 'J.C', 'James', 'James Town', 'Johnson', 'Kennewick', 'Ky.', 'Lower Valley', 'Memorial Gardens', 'Minn.', 'Monroe', 'Montana', 'N.D', 'Olympia', 'Pasco', 'Prosser', 'Richland', 'Spokane', 'St. Paul', 'Utah', 'Virginia', 'WA', 'Walla Walla', 'Wells Funeral Home']","['Alderwood Police', 'Colville High School', 'Department', 'EMT', 'FFA', 'Fire Department', 'Grace Brethren Church Missions Program', 'MacKenzie Evans College Scholarship Fund', 'Maple Grove School', 'Muscular Dystrophy Association', 'Prosser Baptist Church', 'Prosser High School Future Farmers', 'Sears', 'Seattle Police Academy', 'U.S. Army', 'Valley Chapel Elementary School', 'Walla Walla High School', 'Washington State University', 'Webmaster Copyright Hawk Press Inc.']",[],"['1 : 30 p.m.', '1 p.m.', '10 a.m.', '4 p.m.', '8 p.m.', '9 a.m.']"
1101242453320,2004-11-03,"['Brad Owen', 'Brian Sonntag', 'Bruce Chandler', 'Dan Newhouse', 'Democrat Christine Gregoire', 'Doc Hastings', 'George Nethercutt', 'John Panni', 'Judith Billings', 'Michael Kepcha', 'Mike Leita', 'Mike Murphy', 'Patty Murray', 'Paul George', 'Republican Dino Rossi', 'Rob McKenna', 'Sam Reed', 'Sandy Matheson', 'Tom Camay']","['Alderwood', 'Benton County', 'Central Washington', 'County', 'District', 'Fourth District', 'Snohomish County', 'Spokane County', 'State', 'Thurston County', 'Washington', 'Yakima']","['Congress', 'Hawk Press Inc.']",[],"['This morning', 'last night', 'this morning']"
1101242453570,2004-11-03,"['Bush', 'Franklin D. Roosevelt', 'John Panni', 'Ralph Nader', 'Rob and Sue Rice']","['Alderwood', 'County', 'Kerry', 'Ohio', 'Pendleton', 'Toppenish', 'United States', 'Washington']","['City Council', 'Hawk Press Inc.', 'School']",[],['this morning']
1101162488420,2004-11-03,"['Ellie Olmsen', 'Jim Spady']","['Hanford Nuclear Reservation', 'State of Washington', 'United States', 'Washington', 'Yakima County']","['Washington Charter School Resource Center', 'Webmaster Copyright Hawk Press Inc.']","['$ 6 million', '$ 6.1 million']",[]
1101162488139,2004-11-03,"['George Bush', 'Jamie Smart', 'Sue Downing']",['Kerry'],"['Lincoln School', 'Webmaster Copyright Hawk Press Inc.']",[],[]
1101242452711,2004-11-03,"['Bermundez', 'Jamie Smart', 'Ofilia', 'Ramon Bermudez', 'Rex Luthor', 'Sergeant Steve Evans']",['Alderwood'],"['Alderwood Police', 'Department', 'Hawk Press Inc.', 'Reeves Way']",[],['10 a.m.']
1101242452180,2004-11-03,"['Jim Stanton', 'Patty S. Denson', 'Rob', 'Rob and Sue Rice', 'Sue', 'Tom Rockford']","['Alderwood', 'City of Alderwood', 'City of Grandview', 'City of Prosser', 'City of Toppenish', 'Councilman Torch', 'County', 'County Fire District', 'Grandview', 'Mabton', 'SunnyView Park', 'Torch']","['City', 'Daily News', 'EMS', 'Fire Department', 'Forum', 'Hawk Press Inc.', 'Office', 'Prosser Ambulance']",[],[]
1101242451711,2004-11-04,"['Andie Bieber', 'Don Stiles', 'Rex Luthor']","['Alderwood', 'City of Alderwood']","['City Council', 'Commission', 'Hawk Press Inc.', 'Parks and Recreation Commission', 'Parks and Recreation Department']",[],['5 : 30 p.m.']
1101162469717,2004-11-05,"['Dorothy Bristow', 'Mel Sacher', 'Robert Dolson']",['Alderwood'],"['Business', 'Kiwanis Club', 'Webmaster Copyright Hawk Press Inc.']",[],['morning']
1101162470451,2004-11-05,"['Bob Story', 'Bob Story,can']",[],['Webmaster Copyright Hawk Press Inc.'],[],[]
1101162469951,2004-11-05,"['Aaron Bones', 'Councilwoman Jennie Angel', 'John Panni', 'Pro- tem George Greenway']",['Alderwood'],"['City Council', 'Council', 'Library Board', 'School Board', 'School District', 'Webmaster Copyright Hawk Press Inc.']",[],['night']
1101162469201,2004-11-05,"['Charlene Maling', 'Jamie Smart', 'Yolle Widdows-Guizar']",['Alderwood'],"['Community Hospital Auxiliary', 'Red Hat Society', 'Webmaster Copyright Hawk Press Inc.']",['$ 15'],['6 : 30 p.m.']
1101162469467,2004-11-05,"['Linda', 'Linda Roberson', 'Mel Sacher']","['Alderwood', 'Las Vegas', 'Lower Valley', 'Yakima', 'Zillah']","['Food and Drug Administration', 'Stadelman Fruit Company', 'Webmaster Copyright Hawk Press Inc.']",[],['late afternoon']
1101242431383,2004-11-05,"['Dan Rather', 'Elaine Kirk', 'Jamie Smart', 'Sam Reed', 'Sarah']","['Alderwood', 'McGovern', 'State', 'Vietnam', 'Washington', 'Wham']",['Hawk Press Inc.'],[],"['5 : 30 p.m.', '6 : 10 p.m.', 'night']"
1101242451430,2004-11-05,"['Angie Cabrera', 'Ellie Olmsen', 'Grandview Coach John LaFever', 'Greyhounds', 'Jessica Gonzalez', 'Mari Cornejo', 'Valentina Solis']","['Chelan', 'Cowan', 'District', 'Districts', 'Ephrata', 'GRANDVIEW', 'Omak', 'State', 'Yakima']","['Grandview High School', 'Hawk Press Inc.']",[],"['night', 'noon']"
1101242430414,2004-11-05,"['Brad Owen', 'Brian Sonntog', 'Bruce Chandler', 'Democrat Christine Gregoire', 'Democrat Earl S. Lee', 'Democrat Michael H. Kepcha', 'Democrat Paul George', 'Democrat Sandy Matheson', 'Ellie Olmsen', 'Mike Murphy', 'Republican Dan Newhouse', 'Republican Dino Rossi', 'Republican George R. Nethercutt', 'Republican Mike Leita', 'Rob McKenna', 'Sam Reed', 'Terry Bergeson', 'Tom Camay']","['Alderwood', 'County', 'Hastings', 'Legislative District', 'Murray', 'State', 'U.S.', 'Valley', 'Yakima']","['Daily News', 'Hawk Press Inc.']",[],"['8 : 30 a.m.', 'morning', 'this morning']"
1101162468686,2004-11-05,"['Marjorie Cullen', 'Mary Cocciaro', 'Phyllis Bruhn']",['Argentina'],"['Club', 'Jr. Indelook Club', 'Webmaster Copyright Hawk Press Inc.']",[],[]
1101242430883,2004-11-05,"['Aaron Bones', 'John Panni', 'Jones', 'Rex Luthor', 'Tom Rockford']","['Alderwood', 'SunnyView Park']","['City Council', 'Hawk Press Inc.', 'School Board', 'School District']","['$ 6,000']",['night']
1101162470201,2004-11-05,"['Aaron Bones', 'Councilwoman Jennie Angel', 'Fred Kilian', 'John Panni', 'Rex Luthor', 'Tom Rockford', 'Wells']","['Alderwood', 'Cemetery Road', 'City of Alderwood', 'Washout Road']","['City Council', 'School Board-communication', 'School District', 'Webmaster Copyright Hawk Press Inc.']","['$ 300,000']",['night']
1101162470717,2004-11-05,"['Anthony Williams', 'Arlington-taxpayer', 'Future', 'Jerry Wells', 'Samuel Bostaph']","['Arlington', 'D.C', 'Texas', 'Washington', 'Washington Senators']","['Cowboys', 'Dallas Cowboys', 'Freedom Foundation', 'Montreal Expos', 'Rangers', 'SAM BOSTAPH Washington', 'Senators', 'Texas Rangers', 'University of Dallas', 'Webmaster Copyright Hawk Press Inc.', 'former Senators', 'the Cowboys', 'the Rangers']","['$ 15 million', '$ 16.5 million', '$ 2 million', '$ 400 million', '$ 50 million', '$ 500,000', '$ 600 million']",[]
1101162468967,2004-11-05,"['Angela Marin', 'Ellie Olmsen', 'Juliet', 'Maisy Sylling', 'Romeo', 'Tony Magana']",['Alderwood'],"['High School', 'Webmaster Copyright Hawk Press Inc.']","['$ 3', '$ 5']",['7 p.m.']
